Timestamp, Pressure 0, Pressure 1, Scales
21/05/2025 13:00:55,0.010964,-0.012868,0.000000
21/05/2025 13:00:55,0.011202,-0.012849,0.000000
21/05/2025 13:00:56,0.011035,-0.012858,0.000000
21/05/2025 13:00:56,0.010986,-0.012825,22.000000
21/05/2025 13:00:57,0.011162,-0.012802,891.500000
21/05/2025 13:00:57,0.011315,-0.012816,585.400000
21/05/2025 13:00:58,0.011294,-0.012847,0.100000
21/05/2025 13:00:58,0.011410,-0.012790,157.100000
21/05/2025 13:00:59,0.011277,-0.012821,402.700000
21/05/2025 13:00:59,0.011345,-0.012927,1.300000
21/05/2025 13:01:00,0.011044,-0.012844,519.900000
21/05/2025 13:01:00,0.011280,-0.012889,27.500000
21/05/2025 13:01:01,0.010884,-0.012905,576.900000
21/05/2025 13:01:01,0.010777,-0.012762,79.400000
21/05/2025 13:01:02,0.010999,-0.012849,414.400000
21/05/2025 13:01:02,0.010791,-0.012810,0.000000
21/05/2025 13:01:03,0.011355,-0.012768,0.000000
21/05/2025 13:01:03,0.011369,-0.012852,0.000000
21/05/2025 13:01:04,0.011168,-0.012945,0.000000
21/05/2025 13:01:04,0.011098,-0.012909,0.000000
21/05/2025 13:01:05,0.010826,-0.012890,0.000000
21/05/2025 13:01:05,0.011010,-0.012974,0.000000
21/05/2025 13:01:06,0.010997,-0.012927,0.000000
21/05/2025 13:01:06,0.010860,-0.012865,0.000000
21/05/2025 13:01:07,0.010963,-0.012838,492.800000
21/05/2025 13:01:07,0.011159,-0.012873,420.000000
21/05/2025 13:01:08,0.010963,-0.012772,70.500000
21/05/2025 13:01:08,0.010937,-0.012834,153.200000
21/05/2025 13:01:09,0.010943,-0.012831,156.800000
21/05/2025 13:01:09,0.010859,-0.012906,436.700000
21/05/2025 13:01:10,0.010681,-0.012773,9.700000
21/05/2025 13:01:10,0.010890,-0.012897,413.600000
21/05/2025 13:01:11,0.010928,-0.012835,15.400000
21/05/2025 13:01:11,0.010553,-0.012876,523.200000
21/05/2025 13:01:12,0.010657,-0.012805,0.100000
21/05/2025 13:01:12,0.010855,-0.012879,0.000000
